,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
1776,SPOON-157,spoon.support.DefaultCoreFactory,4,286,31604,12164,155,0,0,0,429,176,41.025642,160,82,51.25,167,6,3.5928144,6,3.5928144,161,30,2
1777,GUAVA-249,com.google.common.io.FileBackedOutputStream,6,301,28771,6406,34,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,30,2
1778,GUAVA-78,com.google.common.collect.Queues,7,293,29544,5290,35,0,0,0,75,54,72.0,26,20,76.92308,56,47,83.92857,47,83.92857,9,30,2
1779,GUAVA-45,com.google.common.primitives.Shorts,10,291,29695,3433,112,0,0,0,103,102,99.02912,68,67,98.52941,133,133,100.0,133,100.0,0,30,2
1780,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,7,352,29822,9035,92,0,8,0,78,77,98.71795,56,52,92.85714,93,92,98.92473,92,98.92473,1,30,2
1781,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,4,285,30860,8529,19,0,5,0,68,26,38.235294,24,6,25.0,22,5,22.727274,5,22.727274,17,30,2
1782,SEATA-8,io.seata.core.protocol.MergedWarpMessage,5,305,29089,9074,22,0,2,0,46,42,91.30435,14,10,71.42857,23,23,100.0,23,100.0,0,30,2
1783,GUAVA-249,com.google.common.io.FileBackedOutputStream,10,301,28768,3527,32,0,0,0,50,50,100.0,16,16,100.0,30,30,100.0,30,100.0,0,30,2
1784,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,5,309,31090,16500,12,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112,16,30,2
1785,GUAVA-21,com.google.common.base.internal.Finalizer,5,296,61009,11,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,30,0
1786,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,4,288,44775,42102,9,0,1,0,110,32,29.090908,26,2,7.692308,41,10,24.390244,10,24.390244,31,30,2
1787,SPOON-157,spoon.support.DefaultCoreFactory,8,286,31759,20,154,1,0,0,429,0,0.0,160,0,0.0,167,0,0.0,0,0.0,167,30,2
1788,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,5,302,28607,26889,9,0,2,0,25,25,100.0,8,7,87.5,7,7,100.0,7,100.0,0,30,2
1789,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,1,296,28599,7739,12,0,0,0,27,20,74.07407,8,1,12.5,6,3,50.0,3,50.0,3,30,2
1790,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,8,292,29763,12778,23,0,3,0,26,26,100.0,22,22,100.0,0,0,0.0,0,0.0,0,30,2
1791,GUAVA-249,com.google.common.io.FileBackedOutputStream,2,301,30768,6411,35,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,30,2
1792,SEATA-4,io.seata.core.protocol.MessageFuture,8,292,34080,681,11,0,0,0,22,0,0.0,10,0,0.0,13,0,0.0,0,0.0,13,30,2
1793,GUAVA-260,com.google.common.collect.TreeRangeMap,10,291,33824,7571,17,0,2,0,86,46,53.488373,36,15,41.666664,20,0,0.0,0,0.0,20,30,2
1794,SEATA-6,io.seata.core.rpc.RpcContext,10,290,32597,9179,66,0,4,0,85,71,83.52941,32,27,84.375,30,29,96.666664,29,96.666664,1,30,2
1795,GUAVA-153,com.google.common.collect.ReverseOrdering,10,293,36103,6439,2,0,0,0,21,5,23.809525,4,0,0.0,15,0,0.0,0,0.0,15,30,2
1796,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,5,292,10097,23375,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,2
1797,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,7,296,31930,25975,36,0,1,0,68,32,47.058823,44,22,50.0,11,0,0.0,0,0.0,11,30,2
1798,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,3,314,31868,24245,19,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,30,2
1799,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,3,310,32184,18322,32,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1800,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,7,306,34150,22,1,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,30,2
1801,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,6,303,38034,28668,96,0,1,0,947,161,17.001057,570,51,8.947369,167,0,0.0,0,0.0,167,30,2
1802,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,10,301,29506,8816,48,0,2,0,88,87,98.86364,22,21,95.454544,30,29,96.666664,29,96.666664,1,30,2
1803,GUAVA-260,com.google.common.collect.TreeRangeMap,7,296,29213,6968,11,0,0,0,86,53,61.627907,36,15,41.666664,47,31,65.95744,31,65.95744,16,30,2
1804,GUAVA-78,com.google.common.collect.Queues,1,340,30702,4692,40,0,0,0,75,52,69.333336,26,20,76.92308,56,46,82.14286,46,82.14286,10,30,2
1805,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,6,299,30324,160621,28,0,3,0,25,19,76.0,8,7,87.5,15,9,60.000004,9,60.000004,6,30,2
1806,SEATA-19,io.seata.core.protocol.RegisterRMRequest,1,302,29364,8691,33,0,0,0,62,62,100.0,26,26,100.0,46,46,100.0,46,100.0,0,30,2
1807,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,9,302,31142,16680,10,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112,16,30,2
1808,SPOON-19,spoon.reflect.visitor.filter.LineFilter,10,307,28908,8402,3,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1809,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,5,298,29707,12832,27,0,0,0,26,26,100.0,22,22,100.0,16,16,100.0,16,100.0,0,30,2
1810,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,5,307,29089,50595,30,0,0,0,60,26,43.333332,36,17,47.22222,30,17,56.666668,17,56.666668,13,30,2
1811,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,9,307,32562,25407,36,0,1,0,68,44,64.70589,44,29,65.909096,7,0,0.0,0,0.0,7,30,2
1812,SPOON-11,spoon.reflect.factory.TypeFactory,4,292,32245,14988,91,0,6,0,217,165,76.036865,70,47,67.14285,24,0,0.0,0,0.0,24,30,2
1813,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,2,303,31725,22480,10,0,0,0,70,23,32.857143,28,9,32.142857,30,10,33.333336,10,33.333336,20,30,2
1814,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,1,290,32124,25667,49,0,2,0,68,43,63.235294,44,28,63.636364,7,0,0.0,0,0.0,7,30,2
1815,SEATA-15,io.seata.core.rpc.netty.RpcServer,6,302,33894,30190,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,30,2
1816,FASTJSON-59,com.alibaba.fastjson.asm.Type,1,299,31038,1874,100,0,0,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0,78,30,2
1817,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,1,295,29271,51157,31,0,0,0,60,27,45.0,36,17,47.22222,30,17,56.666668,17,56.666668,13,30,2
1818,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,1,320,35415,43967,183,0,49,0,518,409,78.95753,410,269,65.60976,21,0,0.0,0,0.0,21,30,2
1819,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,9,295,38190,29639,108,0,1,0,947,182,19.218584,570,71,12.4561405,157,0,0.0,0,0.0,157,30,2
1820,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,9,304,31018,17278,24,0,1,0,45,21,46.666668,20,9,45.0,29,14,48.27586,14,48.27586,15,30,2
1821,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,5,305,29447,9874,54,0,2,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1822,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,7,303,30745,15822,4,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004,6,30,2
1823,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,9,301,33904,148310,28,0,5,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1824,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,8,308,31037,16177,11,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112,16,30,2
1825,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,1,286,33248,61,134,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0,128,30,2
1826,FASTJSON-59,com.alibaba.fastjson.asm.Type,7,304,30993,1775,94,0,2,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0,78,30,2
1827,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,3,317,31037,16477,21,0,0,0,45,21,46.666668,20,9,45.0,29,14,48.27586,14,48.27586,15,30,2
1828,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,6,344,30892,15780,4,0,1,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004,6,30,2
1829,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,9,311,30258,14794,5,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,2
1830,GUAVA-71,com.google.common.collect.SparseImmutableTable,6,292,31619,6725,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1831,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,8,318,30549,14200,6,0,0,0,28,6,21.428572,14,1,7.1428576,14,1,7.1428576,1,7.1428576,13,30,2
1832,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,4,301,33022,24441,124,0,34,0,185,145,78.37838,108,74,68.51852,21,0,0.0,0,0.0,21,30,2
1833,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,9,302,37756,17677,52,0,0,0,1364,220,16.129032,398,28,7.035176,404,57,14.1089115,57,14.1089115,347,30,2
1834,FASTJSON-105,com.alibaba.fastjson.JSONReader,6,309,36982,22836,118,0,2,0,157,146,92.99363,63,51,80.952385,7,0,0.0,0,0.0,7,30,2
1835,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,3,298,29349,9188,57,0,1,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1836,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,5,298,33679,19861,128,0,1,0,391,295,75.44757,270,174,64.44444,164,113,68.902435,113,68.902435,51,30,2
1837,SPOON-101,spoon.reflect.visitor.PrintingContext,10,296,29352,21,40,1,0,0,34,0,0.0,24,0,0.0,34,0,0.0,0,0.0,34,30,2
1838,SEATA-15,io.seata.core.rpc.netty.RpcServer,3,300,33947,30411,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,30,2
1839,GUAVA-45,com.google.common.primitives.Shorts,7,299,29762,10735,117,0,0,0,103,102,99.02912,68,67,98.52941,133,133,100.0,133,100.0,0,30,2
1840,SPOON-11,spoon.reflect.factory.TypeFactory,10,310,34272,15331,78,0,7,0,217,161,74.19355,70,46,65.71429,26,0,0.0,0,0.0,26,30,2
1841,GUAVA-275,com.google.common.math.PairedStatsAccumulator,9,291,28771,5478,62,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1842,SPOON-19,spoon.reflect.visitor.filter.LineFilter,7,295,28904,9309,3,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1843,GUAVA-275,com.google.common.math.PairedStatsAccumulator,3,300,28744,5311,59,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1844,SPOON-157,spoon.support.DefaultCoreFactory,10,296,31327,29,166,1,0,0,429,0,0.0,160,0,0.0,167,0,0.0,0,0.0,167,30,2
1845,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,8,293,10000,23596,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,2
1846,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,6,311,31712,20665,33,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1847,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,1,303,30569,8766,12,0,2,0,68,20,29.411766,24,4,16.666668,22,3,13.636364,3,13.636364,19,30,2
1848,GUAVA-275,com.google.common.math.PairedStatsAccumulator,4,299,28928,5873,70,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1849,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,10,287,28558,27655,10,0,2,0,25,24,96.0,8,6,75.0,7,7,100.0,7,100.0,0,30,2
1850,SEATA-19,io.seata.core.protocol.RegisterRMRequest,3,287,29388,9932,37,0,0,0,62,62,100.0,26,26,100.0,46,46,100.0,46,100.0,0,30,2
1851,SPOON-167,spoon.support.reflect.CtExtendedModifier,8,346,28735,2069,26,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0,0,30,2
1852,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,3,296,36269,19044,44,0,0,0,1364,209,15.322581,398,41,10.301507,404,59,14.60396,59,14.60396,345,30,2
1853,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,2,305,30687,15997,7,0,0,0,28,6,21.428572,14,1,7.1428576,13,0,0.0,0,0.0,13,30,2
1854,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,6,305,44520,62211,17,0,0,0,110,40,36.363636,26,2,7.692308,41,10,24.390244,10,24.390244,31,30,2
1855,SPOON-167,spoon.support.reflect.CtExtendedModifier,5,298,28921,2086,26,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0,0,30,2
1856,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,3,296,42172,54539,24,0,0,0,110,53,48.181816,26,15,57.692307,41,27,65.85366,27,65.85366,14,30,2
1857,FASTJSON-105,com.alibaba.fastjson.JSONReader,4,308,33058,24633,126,0,1,0,157,147,93.63058,63,50,79.36508,75,70,93.333336,70,93.333336,5,30,2
1858,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,2,295,38603,32577,124,0,0,0,947,185,19.535374,570,70,12.280702,158,0,0.0,0,0.0,158,30,2
1859,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,9,289,31045,19058,5,0,0,0,35,3,8.571429,20,0,0.0,20,1,5.0,1,5.0,19,30,2
1860,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,3,299,36574,47164,192,0,40,0,518,412,79.53668,410,275,67.07317,21,0,0.0,0,0.0,21,30,2
1861,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,3,293,29598,9266,89,0,9,0,78,77,98.71795,56,51,91.07143,93,92,98.92473,92,98.92473,1,30,2
1862,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,1,293,48153,76955,17,0,0,0,110,45,40.909092,26,3,11.538462,41,12,29.268291,12,29.268291,29,30,2
1863,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,9,304,31558,23937,13,0,0,0,70,23,32.857143,28,10,35.714287,30,10,33.333336,10,33.333336,20,30,2
1864,SPOON-13,spoon.support.reflect.code.CtForImpl,4,312,55166,0,11,0,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0,40,30,2
1865,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,8,335,29098,8905,29,0,2,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,30,2
1866,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,1,288,28621,26990,7,0,2,0,25,25,100.0,8,7,87.5,7,7,100.0,7,100.0,0,30,2
1867,GUAVA-71,com.google.common.collect.SparseImmutableTable,2,309,29988,6822,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1868,GUAVA-78,com.google.common.collect.Queues,6,295,32513,6350,66,0,0,0,75,67,89.33333,26,24,92.30769,56,52,92.85714,52,92.85714,4,30,2
1869,GUAVA-197,com.google.common.primitives.Booleans,4,293,29248,3222,77,0,0,0,75,74,98.66667,52,51,98.07692,92,92,100.0,92,100.0,0,30,2
1870,GUAVA-71,com.google.common.collect.SparseImmutableTable,1,294,29879,6983,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1871,SEATA-16,io.seata.core.store.StoreMode,5,303,28721,661,6,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
1872,GUAVA-275,com.google.common.math.PairedStatsAccumulator,6,295,28797,5199,68,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1873,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,4,305,35529,44416,171,0,49,0,518,412,79.53668,410,272,66.34147,21,0,0.0,0,0.0,21,30,2
1874,SPOON-101,spoon.reflect.visitor.PrintingContext,9,305,29316,28,46,1,0,0,34,0,0.0,24,0,0.0,34,0,0.0,0,0.0,34,30,2
1875,GUAVA-21,com.google.common.base.internal.Finalizer,3,302,61009,11,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,30,0
1876,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,6,293,32196,24905,21,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,30,2
1877,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,1,288,31983,26073,23,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,30,2
1878,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,3,289,29512,8877,50,0,0,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0,0,30,2
1879,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,2,301,31006,17066,8,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112,16,30,2
1880,SEATA-15,io.seata.core.rpc.netty.RpcServer,8,315,33997,26585,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,30,2
1881,SEATA-6,io.seata.core.rpc.RpcContext,2,289,29261,9294,56,0,3,0,85,73,85.882355,32,25,78.125,30,28,93.333336,28,93.333336,2,30,2
1882,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,3,308,31038,17242,10,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112,16,30,2
1883,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,5,291,28981,4672,39,0,0,0,59,50,84.745766,14,9,64.28571,34,28,82.35294,28,82.35294,6,30,2
1884,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,9,302,10042,23683,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,2
1885,SPOON-19,spoon.reflect.visitor.filter.LineFilter,4,311,29080,8643,2,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1886,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,9,302,33156,33105,63,0,1,0,82,74,90.2439,20,16,80.0,4,0,0.0,0,0.0,4,30,2
1887,SPOON-13,spoon.support.reflect.code.CtForImpl,6,302,36347,215243,12,0,0,0,58,46,79.31035,26,19,73.07692,8,0,0.0,0,0.0,8,30,2
1888,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,8,310,29749,5041,31,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,30,2
1889,SEATA-16,io.seata.core.store.StoreMode,7,303,28378,683,5,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
1890,GUAVA-197,com.google.common.primitives.Booleans,10,297,29209,3329,82,0,0,0,75,74,98.66667,52,51,98.07692,92,92,100.0,92,100.0,0,30,2
1891,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,7,316,31119,17506,23,0,0,0,45,21,46.666668,20,9,45.0,29,14,48.27586,14,48.27586,15,30,2
1892,SPOON-11,spoon.reflect.factory.TypeFactory,2,299,31632,14899,95,0,3,0,217,166,76.497696,70,48,68.571434,24,0,0.0,0,0.0,24,30,2
1893,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,5,295,32034,17479,14,0,0,0,198,18,9.090909,126,13,10.31746,138,16,11.594203,16,11.594203,122,30,2
1894,SEATA-8,io.seata.core.protocol.MergedWarpMessage,8,331,29345,9086,23,0,2,0,46,42,91.30435,14,10,71.42857,23,23,100.0,23,100.0,0,30,2
1895,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,3,300,28645,7842,11,0,0,0,27,20,74.07407,8,1,12.5,6,3,50.0,3,50.0,3,30,2
1896,SEATA-4,io.seata.core.protocol.MessageFuture,7,319,31510,688,8,0,0,0,22,0,0.0,10,0,0.0,13,0,0.0,0,0.0,13,30,2
1897,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,8,286,29409,48806,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667,73,30,2
1898,SPOON-11,spoon.reflect.factory.TypeFactory,6,384,33364,26,59,1,0,0,217,0,0.0,70,0,0.0,121,0,0.0,0,0.0,121,30,2
1899,SEATA-19,io.seata.core.protocol.RegisterRMRequest,8,304,29557,8937,29,0,0,0,62,62,100.0,26,26,100.0,46,46,100.0,46,100.0,0,30,2
1900,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,4,307,31166,15914,6,0,0,0,35,3,8.571429,20,0,0.0,20,1,5.0,1,5.0,19,30,2
1901,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,10,298,29384,48867,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667,73,30,2
1902,GUAVA-71,com.google.common.collect.SparseImmutableTable,7,293,29509,7183,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1903,GUAVA-78,com.google.common.collect.Queues,10,294,30693,11,58,1,0,0,75,0,0.0,26,0,0.0,56,0,0.0,0,0.0,56,30,2
1904,SPOON-163,spoon.pattern.internal.node.MapEntryNode,8,322,30051,9585,35,0,0,0,38,30,78.94737,20,12,60.000004,6,0,0.0,0,0.0,6,30,2
1905,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,8,309,36652,18553,54,0,0,0,1364,163,11.950147,398,22,5.5276384,404,37,9.158416,37,9.158416,367,30,2
1906,FASTJSON-105,com.alibaba.fastjson.JSONReader,3,296,32773,24481,117,0,2,0,157,143,91.0828,63,49,77.77778,75,67,89.33333,67,89.33333,8,30,2
1907,GUAVA-21,com.google.common.base.internal.Finalizer,2,308,61007,12,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,30,0
1908,GUAVA-110,com.google.common.math.IntMath,7,300,29472,857,235,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,2
1909,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,8,306,29517,24,10,1,0,0,15,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,30,2
1910,SEATA-19,io.seata.core.protocol.RegisterRMRequest,9,293,29385,9204,31,0,0,0,62,62,100.0,26,26,100.0,46,46,100.0,46,100.0,0,30,2
1911,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,3,294,28552,26595,12,0,1,0,25,25,100.0,8,7,87.5,7,7,100.0,7,100.0,0,30,2
1912,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,5,303,34984,32618,55,0,1,0,82,68,82.92683,20,14,70.0,6,0,0.0,0,0.0,6,30,2
1913,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,8,288,29699,9650,50,0,2,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1914,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,2,301,30724,2031,45,0,0,0,73,0,0.0,24,0,0.0,73,0,0.0,0,0.0,73,30,2
1915,GUAVA-110,com.google.common.math.IntMath,4,298,29544,896,231,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,2
1916,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,2,289,33327,32955,129,0,2,0,185,147,79.45946,108,73,67.59259,21,0,0.0,0,0.0,21,30,2
1917,GUAVA-153,com.google.common.collect.ReverseOrdering,6,291,35058,7310,4,0,0,0,21,9,42.857143,4,0,0.0,11,0,0.0,0,0.0,11,30,2
1918,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,1,313,29120,8433,29,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,30,2
1919,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,1,310,32681,22,21,1,0,0,26,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,2
1920,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,4,310,29306,51338,34,0,0,0,60,27,45.0,36,17,47.22222,30,17,56.666668,17,56.666668,13,30,2
1921,SPOON-101,spoon.reflect.visitor.PrintingContext,7,295,29421,9395,46,0,1,0,34,34,100.0,24,24,100.0,34,34,100.0,34,100.0,0,30,2
1922,SEATA-16,io.seata.core.store.StoreMode,8,318,28491,665,7,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
1923,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,1,297,36927,25,8,1,0,0,80,0,0.0,36,0,0.0,50,0,0.0,0,0.0,50,30,2
1924,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,7,305,38339,27941,77,0,0,0,947,165,17.423443,570,63,11.052631,160,0,0.0,0,0.0,160,30,2
1925,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,1,290,33565,9772,43,0,0,0,59,50,84.745766,14,10,71.42857,34,30,88.2353,10,29.411766,24,30,2
1926,GUAVA-6,com.google.common.base.Throwables,6,298,28254,11,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,30,0
1927,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,3,285,9978,23543,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,2
1928,SPOON-101,spoon.reflect.visitor.PrintingContext,3,299,29436,22,37,1,0,0,34,0,0.0,24,0,0.0,34,0,0.0,0,0.0,34,30,2
1929,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,6,294,31100,9914,43,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,30,2
1930,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,8,313,30237,9166,97,0,5,0,78,76,97.4359,56,53,94.64286,93,91,97.849464,91,97.849464,2,30,2
1931,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,6,289,28760,27193,9,0,2,0,25,24,96.0,8,4,50.0,7,7,100.0,7,100.0,0,30,2
