,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
2274,GUAVA-45,com.google.common.primitives.Shorts,3,300,108520,2780,90,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2275,SPOON-101,spoon.reflect.visitor.PrintingContext,4,305,101879,9268,18,0,0,0,34,26,76.47059,24,14,58.333332,4,0,0.0,0,0.0,4,120,2
2276,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,8,304,112687,14741,82,0,0,0,391,333,85.16624,270,192,71.111115,35,0,0.0,0,0.0,35,120,2
2277,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,9,290,97387,10518,33,0,3,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0,0,120,2
2278,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,1,268,100421,660,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2279,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,4,291,241010,24,0,0,0,0,26,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,120,0
2280,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,10,318,95682,6745,14,0,0,0,36,36,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2281,GUAVA-45,com.google.common.primitives.Shorts,4,316,95119,2810,89,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2282,GUAVA-249,com.google.common.io.FileBackedOutputStream,4,291,85041,5096,25,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2283,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,6,304,170408,16957,167,0,2,0,391,331,84.65473,270,200,74.07407,31,0,0.0,0,0.0,31,120,2
2284,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,2,319,94023,8044,6,0,2,0,80,18,22.5,36,5,13.888889,38,0,0.0,0,0.0,38,120,2
2285,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,8,312,89553,3368,31,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,45,61.643833,28,120,2
2286,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,8,299,99760,10910,35,0,3,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0,0,120,2
2287,SPOON-163,spoon.pattern.internal.node.MapEntryNode,5,298,101839,10509,15,0,2,0,38,25,65.789474,20,9,45.0,9,0,0.0,0,0.0,9,120,2
2288,SPOON-157,spoon.support.DefaultCoreFactory,5,310,112914,185173,91,0,0,0,429,171,39.86014,160,79,49.375,152,0,0.0,0,0.0,152,120,2
2289,GUAVA-197,com.google.common.primitives.Booleans,1,292,86735,2735,57,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
2290,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,2,301,114796,17150,23,0,0,0,1364,801,58.72434,398,224,56.281406,404,226,55.940594,226,55.940594,178,120,2
2291,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,7,280,111906,52670,20,0,5,0,60,30,50.0,36,20,55.555557,11,0,0.0,0,0.0,11,120,2
2292,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,3,313,84939,6409,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2293,SPOON-19,spoon.reflect.visitor.filter.LineFilter,8,287,120907,220586,6,0,0,0,22,13,59.090908,16,6,37.5,8,0,0.0,0,0.0,8,120,2
2294,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,4,296,89348,16320,8,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
2295,SEATA-6,io.seata.core.rpc.RpcContext,3,293,107898,10442,47,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
2296,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,8,302,105021,17522,28,0,1,0,198,67,33.838383,126,42,33.333336,88,0,0.0,0,0.0,88,120,2
2297,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,10,289,127462,57130,18,0,2,0,110,46,41.81818,26,9,34.615387,41,22,53.65854,22,53.65854,19,120,2
2298,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,8,301,94029,31472,13,0,5,0,68,25,36.764706,24,3,12.5,22,5,22.727274,5,22.727274,17,120,2
2299,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,8,298,94710,15433,12,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0,4,120,2
2300,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,2,291,241008,27,0,0,0,0,26,0,0.0,22,0,0.0,0,0,0.0,0,0.0,0,120,0
2301,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,1,290,89733,6468,6,0,0,0,19,7,36.842106,18,11,61.11111,5,0,0.0,0,0.0,5,120,2
2302,GUAVA-78,com.google.common.collect.Queues,4,300,97967,5977,15,0,0,0,75,29,38.666664,26,9,34.615387,56,25,44.642857,25,44.642857,31,120,2
2303,FASTJSON-59,com.alibaba.fastjson.asm.Type,10,292,97698,3584,63,0,0,0,93,90,96.77419,62,59,95.161285,78,74,94.871796,67,85.89743,11,120,2
2304,SEATA-8,io.seata.core.protocol.MergedWarpMessage,3,296,101504,8516,9,0,0,0,46,26,56.521736,14,7,50.0,9,0,0.0,0,0.0,9,120,2
2305,SPOON-163,spoon.pattern.internal.node.MapEntryNode,4,297,112476,21086,26,0,0,0,38,30,78.94737,20,12,60.000004,6,0,0.0,0,0.0,6,120,2
2306,SEATA-6,io.seata.core.rpc.RpcContext,7,302,110117,10593,45,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
2307,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,1,278,241008,56,0,0,0,0,82,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,120,0
2308,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,4,309,101071,16735,22,0,0,0,45,39,86.666664,20,18,90.0,4,0,0.0,0,0.0,4,120,2
2309,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,7,304,85004,6358,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2310,SEATA-8,io.seata.core.protocol.MergedWarpMessage,4,311,112515,8775,22,0,0,0,46,28,60.869564,14,9,64.28571,8,0,0.0,0,0.0,8,120,2
2311,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,5,304,93615,16959,9,0,0,0,35,10,28.57143,20,6,30.000002,20,8,40.0,8,40.0,12,120,2
2312,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,6,297,88874,3591,26,0,0,0,73,71,97.26027,24,22,91.66667,73,71,97.26027,38,52.054794,35,120,2
2313,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,1,265,95279,7494,20,0,0,0,45,38,84.44444,20,17,85.0,29,24,82.75862,24,82.75862,5,120,2
2314,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,10,291,95000,31751,12,0,6,0,68,19,27.941175,24,3,12.5,22,4,18.181818,4,18.181818,18,120,2
2315,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,7,314,82576,16746,6,0,0,0,24,24,100.0,4,4,100.0,6,6,100.0,6,100.0,0,120,2
2316,GUAVA-45,com.google.common.primitives.Shorts,5,299,100448,3055,90,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2317,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,9,299,224390,18,0,0,0,0,60,0,0.0,36,0,0.0,0,0,0.0,0,0.0,0,120,0
2318,SPOON-11,spoon.reflect.factory.TypeFactory,5,296,110293,10456,10,0,0,0,217,89,41.013824,70,21,30.000002,74,0,0.0,0,0.0,74,120,2
2319,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,2,277,128897,13611,44,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
2320,SPOON-157,spoon.support.DefaultCoreFactory,9,291,160771,208188,114,0,0,0,429,187,43.589745,160,80,50.0,151,0,0.0,0,0.0,151,120,2
2321,SPOON-11,spoon.reflect.factory.TypeFactory,7,301,109647,9804,12,0,0,0,217,119,54.83871,70,33,47.142857,56,0,0.0,0,0.0,56,120,2
2322,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,4,289,103294,647,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2323,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,10,325,89740,15471,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
2324,GUAVA-45,com.google.common.primitives.Shorts,8,293,94119,5404,93,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2325,GUAVA-174,com.google.common.collect.TopKSelector,4,289,94262,6204,21,0,0,0,79,42,53.16456,36,13,36.11111,68,37,54.411762,37,54.411762,31,120,2
2326,SPOON-11,spoon.reflect.factory.TypeFactory,9,315,241008,19,0,0,0,0,217,0,0.0,70,0,0.0,0,0,0.0,0,0.0,0,120,0
2327,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,4,285,82077,48480,6,0,3,0,25,22,88.0,8,3,37.5,7,6,85.71429,6,85.71429,1,120,2
2328,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,6,299,99118,8983,5,0,0,0,26,22,84.61539,22,13,59.090908,3,0,0.0,0,0.0,3,120,2
2329,SEATA-16,io.seata.core.store.StoreMode,10,301,77164,1302,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2330,GUAVA-21,com.google.common.base.internal.Finalizer,9,755,148006,1159,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
2331,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,1,273,116309,206456,15,0,2,0,25,20,80.0,8,7,87.5,5,0,0.0,0,0.0,5,120,2
2332,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,6,289,84160,7403,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2333,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,8,296,112348,52754,19,0,4,0,60,30,50.0,36,19,52.77778,11,0,0.0,0,0.0,11,120,2
2334,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,4,309,86651,4889,20,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
2335,SEATA-19,io.seata.core.protocol.RegisterRMRequest,4,294,97990,5360,26,0,0,0,62,57,91.935486,26,24,92.30769,3,0,0.0,0,0.0,3,120,2
2336,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,6,316,93797,644,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2337,SEATA-8,io.seata.core.protocol.MergedWarpMessage,1,283,113476,9459,31,0,0,0,46,44,95.652176,14,11,78.57143,0,0,0.0,0,0.0,0,120,2
2338,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,8,309,114236,27405,176,0,32,0,185,157,84.86487,108,87,80.55556,15,0,0.0,0,0.0,15,120,2
2339,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,10,337,98042,6879,21,0,0,0,45,39,86.666664,20,18,90.0,4,0,0.0,0,0.0,4,120,2
2340,SPOON-13,spoon.support.reflect.code.CtForImpl,2,304,118046,14794,7,0,2,0,58,46,79.31035,26,17,65.38461,10,0,0.0,0,0.0,10,120,2
2341,GUAVA-249,com.google.common.io.FileBackedOutputStream,5,293,85089,5018,25,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2342,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,5,303,87445,15547,6,0,0,0,70,23,32.857143,28,10,35.714287,30,10,33.333336,10,33.333336,20,120,2
2343,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,6,300,99142,10782,34,0,3,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0,0,120,2
2344,GUAVA-260,com.google.common.collect.TreeRangeMap,8,306,93450,5772,20,0,0,0,86,45,52.325584,36,13,36.11111,22,0,0.0,0,0.0,22,120,2
2345,GUAVA-260,com.google.common.collect.TreeRangeMap,3,299,91536,5844,16,0,0,0,86,56,65.11628,36,14,38.88889,18,0,0.0,0,0.0,18,120,2
2346,SPOON-167,spoon.support.reflect.CtExtendedModifier,9,292,81651,1702,13,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2347,SEATA-8,io.seata.core.protocol.MergedWarpMessage,9,313,112392,9035,21,0,0,0,46,30,65.21739,14,9,64.28571,6,0,0.0,0,0.0,6,120,2
2348,SEATA-8,io.seata.core.protocol.MergedWarpMessage,10,306,112292,8716,18,0,1,0,46,25,54.347824,14,7,50.0,8,0,0.0,0,0.0,8,120,2
2349,SEATA-8,io.seata.core.protocol.MergedWarpMessage,7,289,112195,8412,21,0,0,0,46,30,65.21739,14,8,57.14286,8,0,0.0,0,0.0,8,120,2
2350,GUAVA-6,com.google.common.base.Throwables,10,294,137497,5382,64,0,0,0,92,75,81.521736,38,32,84.210526,41,36,87.80488,36,87.80488,5,120,2
2351,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,6,297,90634,4445,1,0,0,0,15,1,6.666667,8,0,0.0,6,0,0.0,0,0.0,6,120,2
2352,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,9,290,108329,10470,12,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,120,2
2353,GUAVA-249,com.google.common.io.FileBackedOutputStream,1,293,86716,5018,24,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2354,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,9,288,146193,9036,33,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
2355,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,3,309,112737,190657,13,0,2,0,25,18,72.0,8,6,75.0,6,0,0.0,0,0.0,6,120,2
2356,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,3,315,89075,3258,28,0,0,0,73,70,95.89041,24,22,91.66667,73,71,97.26027,41,56.164383,32,120,2
2357,GUAVA-71,com.google.common.collect.SparseImmutableTable,4,317,104343,5478,2,0,0,0,63,26,41.26984,14,7,50.0,9,0,0.0,0,0.0,9,120,2
2358,SPOON-163,spoon.pattern.internal.node.MapEntryNode,2,300,101503,9909,17,0,2,0,38,29,76.31579,20,11,55.0,7,0,0.0,0,0.0,7,120,2
2359,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,9,282,81387,45092,5,0,3,0,25,15,60.000004,8,0,0.0,7,2,28.57143,2,28.57143,5,120,2
2360,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,2,300,114603,31965,113,0,109,0,518,158,30.501932,410,62,15.121952,131,0,0.0,0,0.0,131,120,2
2361,SPOON-157,spoon.support.DefaultCoreFactory,1,283,113271,86788,94,0,0,0,429,190,44.289043,160,81,50.625004,154,0,0.0,0,0.0,154,120,2
2362,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,10,343,94425,6779,14,0,0,0,35,14,40.0,20,7,35.0,10,0,0.0,0,0.0,10,120,2
2363,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,10,288,114042,52973,18,0,5,0,60,23,38.333332,36,15,41.666664,14,0,0.0,0,0.0,14,120,2
2364,GUAVA-197,com.google.common.primitives.Booleans,6,294,87964,2678,57,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
2365,SPOON-157,spoon.support.DefaultCoreFactory,7,294,180079,205169,36,0,0,0,429,48,11.188811,160,0,0.0,163,0,0.0,0,0.0,163,120,2
2366,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,3,302,102094,9825,8,0,2,0,80,41,51.25,36,14,38.88889,50,29,58.0,29,58.0,21,120,2
2367,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,7,821,108757,17464,32,0,0,0,198,76,38.38384,126,47,37.30159,84,0,0.0,0,0.0,84,120,2
2368,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,9,841,160731,86819,25,0,1,0,110,59,53.636368,26,12,46.153847,41,24,58.536583,24,58.536583,17,120,2
2369,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,8,309,113264,23716,42,0,1,0,82,75,91.46342,20,16,80.0,6,0,0.0,0,0.0,6,120,2
2370,SPOON-167,spoon.support.reflect.CtExtendedModifier,2,297,81070,1589,12,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2371,SEATA-4,io.seata.core.protocol.MessageFuture,10,301,90775,1415,15,0,0,0,22,21,95.454544,10,9,90.0,13,13,100.0,13,100.0,0,120,2
2372,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,1,297,92359,15458,13,0,0,0,35,17,48.57143,20,8,40.0,8,0,0.0,0,0.0,8,120,2
2373,GUAVA-45,com.google.common.primitives.Shorts,9,295,102207,3234,86,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2374,SPOON-13,spoon.support.reflect.code.CtForImpl,3,306,104642,10034,5,0,0,0,58,30,51.724136,26,8,30.769232,20,0,0.0,0,0.0,20,120,2
2375,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,9,297,241008,44,0,0,0,0,19,0,0.0,18,0,0.0,0,0,0.0,0,0.0,0,120,0
2376,SPOON-157,spoon.support.DefaultCoreFactory,2,298,112993,7007,105,0,0,0,429,202,47.086246,160,80,50.0,147,0,0.0,0,0.0,147,120,2
2377,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,10,305,114078,28531,160,0,1,0,185,163,88.10811,108,87,80.55556,13,0,0.0,0,0.0,13,120,2
2378,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,10,287,88738,3325,29,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,50,68.49315,23,120,2
2379,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,6,300,241006,24704,75,0,1,0,82,77,93.902435,20,17,85.0,4,0,0.0,0,0.0,4,120,2
2380,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,5,292,97206,10323,33,0,3,0,95,92,96.8421,32,29,90.625,42,40,95.2381,40,95.2381,2,120,2
2381,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,5,324,114552,18014,33,0,0,0,1364,478,35.043987,398,107,26.884422,404,123,30.445545,123,30.445545,281,120,2
2382,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,4,307,101436,10803,35,0,3,0,95,94,98.94737,32,32,100.0,42,41,97.61904,41,97.61904,1,120,2
2383,SEATA-19,io.seata.core.protocol.RegisterRMRequest,5,288,96902,5119,23,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0,0,120,2
2384,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,7,297,100105,13202,7,0,0,0,26,21,80.769226,22,14,63.636364,4,0,0.0,0,0.0,4,120,2
2385,GUAVA-85,com.google.common.base.CaseFormat,1,298,93842,1927,27,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2386,GUAVA-260,com.google.common.collect.TreeRangeMap,6,296,109074,6139,12,0,0,0,86,50,58.139534,36,13,36.11111,20,0,0.0,0,0.0,20,120,2
2387,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,4,305,153454,16114,5,0,0,0,19,6,31.578945,18,10,55.555557,15,9,60.000004,9,60.000004,6,120,2
2388,SEATA-16,io.seata.core.store.StoreMode,1,279,77023,1341,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2389,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,7,305,94344,8722,8,0,0,0,80,14,17.5,36,3,8.333334,44,0,0.0,0,0.0,44,120,2
2390,GUAVA-78,com.google.common.collect.Queues,8,290,94393,6405,29,0,0,0,75,49,65.33333,26,17,65.38461,56,40,71.42857,40,71.42857,16,120,2
2391,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,3,301,91671,15833,9,0,0,0,35,10,28.57143,20,6,30.000002,20,8,40.0,8,40.0,12,120,2
2392,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,10,288,115369,194547,13,0,2,0,25,19,76.0,8,7,87.5,6,0,0.0,0,0.0,6,120,2
2393,GUAVA-249,com.google.common.io.FileBackedOutputStream,7,290,82662,5218,26,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2394,GUAVA-21,com.google.common.base.internal.Finalizer,6,295,87306,1132,1,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
2395,SEATA-15,io.seata.core.rpc.netty.RpcServer,5,309,104858,27791,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2396,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,5,305,201799,15546,22,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0,4,120,2
2397,SPOON-19,spoon.reflect.visitor.filter.LineFilter,2,297,89991,4121,2,0,0,0,22,12,54.545456,16,5,31.25,9,0,0.0,0,0.0,9,120,2
2398,SPOON-157,spoon.support.DefaultCoreFactory,6,309,148522,214848,61,0,1,0,429,133,31.00233,160,80,50.0,165,0,0.0,0,0.0,165,120,2
2399,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,10,296,155225,19317,78,0,0,0,192,97,50.520832,106,52,49.056606,52,0,0.0,0,0.0,52,120,2
2400,GUAVA-260,com.google.common.collect.TreeRangeMap,5,298,94860,5329,14,0,0,0,86,44,51.162792,36,13,36.11111,23,0,0.0,0,0.0,23,120,2
2401,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,5,314,112403,10366,47,0,0,0,78,72,92.30769,56,41,73.21429,8,0,0.0,0,0.0,8,120,2
2402,SPOON-13,spoon.support.reflect.code.CtForImpl,9,317,115937,202678,6,0,0,0,58,32,55.172413,26,10,38.46154,18,0,0.0,0,0.0,18,120,2
2403,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,2,292,10075,23357,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2404,GUAVA-71,com.google.common.collect.SparseImmutableTable,9,285,241007,12,0,0,0,0,63,0,0.0,14,0,0.0,0,0,0.0,0,0.0,0,120,0
2405,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,7,301,174813,16152,17,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,120,2
2406,GUAVA-197,com.google.common.primitives.Booleans,7,307,88808,2685,58,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
2407,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,6,755,88980,15597,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0,0,120,2
2408,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,10,328,216895,16808,22,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0,4,120,2
2409,GUAVA-6,com.google.common.base.Throwables,8,298,241008,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,120,1
2410,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,5,302,112712,212862,11,0,0,0,80,30,37.5,36,12,33.333336,27,0,0.0,0,0.0,27,120,2
2411,SEATA-19,io.seata.core.protocol.RegisterRMRequest,6,304,97780,5250,25,0,0,0,62,61,98.3871,26,25,96.15385,0,0,0.0,0,0.0,0,120,2
2412,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,4,298,93560,8499,5,0,0,0,26,16,61.538464,22,2,9.090909,12,0,0.0,0,0.0,12,120,2
2413,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,3,298,96214,4777,19,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
2414,SPOON-163,spoon.pattern.internal.node.MapEntryNode,7,288,104197,10730,18,0,0,0,38,22,57.894737,20,8,40.0,11,0,0.0,0,0.0,11,120,2
2415,GUAVA-110,com.google.common.math.IntMath,8,295,94932,2817,135,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
2416,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,2,300,241006,18,0,0,0,0,36,0,0.0,12,0,0.0,0,0,0.0,0,0.0,0,120,0
2417,SPOON-163,spoon.pattern.internal.node.MapEntryNode,9,294,108225,11049,18,0,2,0,38,23,60.526318,20,10,50.0,10,0,0.0,0,0.0,10,120,2
2418,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,8,286,82319,48090,5,0,4,0,25,13,52.0,8,0,0.0,7,2,28.57143,2,28.57143,5,120,2
2419,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,2,288,91363,8376,2,0,0,0,15,9,60.000004,8,3,37.5,3,0,0.0,0,0.0,3,120,2
2420,SEATA-6,io.seata.core.rpc.RpcContext,9,307,107208,10789,46,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
2421,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,9,307,97129,612,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2422,FASTJSON-105,com.alibaba.fastjson.JSONReader,7,304,112678,20172,94,0,0,0,157,144,91.71975,63,58,92.06349,11,0,0.0,0,0.0,11,120,2
2423,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,10,296,112205,35636,54,0,2,0,78,72,92.30769,56,49,87.5,8,0,0.0,0,0.0,8,120,2
2424,GUAVA-260,com.google.common.collect.TreeRangeMap,4,306,92320,5758,24,0,0,0,86,48,55.813957,36,15,41.666664,20,0,0.0,0,0.0,20,120,2
2425,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,8,307,103192,9188,9,0,0,0,26,22,84.61539,20,17,85.0,3,0,0.0,0,0.0,3,120,2
2426,SPOON-157,spoon.support.DefaultCoreFactory,4,289,112600,20024,88,0,0,0,429,107,24.941725,160,20,12.5,162,0,0.0,0,0.0,162,120,2
2427,GUAVA-249,com.google.common.io.FileBackedOutputStream,6,302,84923,5022,25,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2428,GUAVA-78,com.google.common.collect.Queues,7,309,90563,5751,23,0,0,0,75,48,64.0,26,17,65.38461,56,41,73.21429,41,73.21429,15,120,2
2429,GUAVA-45,com.google.common.primitives.Shorts,10,283,97954,2978,87,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2430,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,7,294,112255,34167,50,0,0,0,78,72,92.30769,56,46,82.14286,8,0,0.0,0,0.0,8,120,2
